,Title,email,KeyWords,Abstract,domain,Institution,Country,Latitude,Longitude
13,"SCARCITY AND COMPROMISE, BUILDING A DIFFERENT SKILLSET FOR ENGINEERING MANAGERS.",@ttu.edu,"Emerging Engineering Management, Transboundary Groundwater, Water Resource Management","The bandwidth availability of a vital system will set the maximum production output. Engineering managers, empowered with this knowledge, face the Tragedy of the Commons or the economic and environmental problem of a publicly needed good, which if overused, is detrimental to another portion of society. The goal then is to maximize the greater good for the available resources at hand. When common goods share a system, overuse can result in overconsumption, under-investment, depletion, and even destruction. With shifting changes in climate and population, water is a common good, maximizing its opportunity value. This paper reviews Interstate Compacts, their operation to build compromise between two or more vested semi -sovereign stakeholders of a strategic resource and avoid the time and expense of “Equitable Apportionment” decisions through the Supreme Court of the United States. Equitable Apportionment, being a legal ruling, is thus rigid. The only way to enable change is to head back to court, while a Compact tends to be more flexible and leaves the court as a final resort. The review of previous and current water conflicts is undertaken, has shown no area i n the U.S has relative safety. The latest SCOTUS case concerning water occurs in a region with over 50 inches of rain annually. Therefore, engineers and technical managers responsible for water resources need to adjust their skillset and work hand in hand with policymakers to ensure the natural resources we use today are available for future endeavors and generations. Keywords Emerging Engineering Management, Transboundary Groundwater, Water Resource Management Introduction As the Once-ler states in Dr. Suess' the Lorax, ""Unless someone like you cares a whole awful lot, nothing is going to get better. It is not."" The disregard for nature exemplified in this children's book is both emblematic and tells our current realities. The sentiment is an attempt to elucidate the critical nature of the tragedy of the commons going on with groundwater concerns and increased water supply disparity due to climate change and population growth. As water is a strategic and vital resource, raising awareness and knowledge for  Engineering Managers is crucial for limiting impact. Water is necessary for almost every form of production. Project management struggles could result in cost overruns and other unforeseen complications. We are now witnessing the first strictly groundwater case that the Supreme Court of the United States (SCOTUS) has agreed to hear or “granting certiorari”. Upon completing the findings, if history repeats, it will be decided via equitable apportionment. It is invaluable to identify the differences between the two distinctive doctrines to share a transboundary water source. It is gaining an understanding of the possible avenues available to technical managers, recognizing each method's benefits and costs, and utilizing this knowledge to systemically identif y other groundwater sources that are threatened to dispute and litigate, thus beginning the conversation of an interstate compact to promote cooperation. Professor Robert Clark has referred to the equitable apportionment doctrine as the ""Federal interst ate common law applicable to interstate disputes over water rights in the original jurisdiction of the Supreme Court."" (Anderson et al., 1984)  This paper examines the outcomes of previous interstate disputes concerning water, a thorough review of all transboundary water conflicts that have required resolution via SCOTUS, and equitable apportionment (EA). By qualitative analysis, we can begin to close the knowledge gap with information Engineering Managers need to make decisions that will lead to decreased conflict and better management of this critical resource.",ttu.edu,Texas Tech University,United States,33.59375255,-101.89959552302756
14,SUPPLY CHAIN VULNERABILITIES OF THE U.S. DEFENSE INDUSTRIAL BASE,@gmail.com,"Supply chain vulnerabilities, defense industrial base, manufacturing workforce, foreign dependence, resiliency","U.S. national security relies heavily on a robust defense industrial base, which in turn requires a resilient supply chain. The U.S. defense manufacturing industry continues to face challenges in its dependence on foreign inputs, gaps in U.S.-based human capital, erosion of U.S. -based infrastructure, diminishing manufacturing sources and material providers, and global challenges to U.S. leadership in technological innovation . This study performs a syst em-level analysis of the U.S. defense industrial base’s supply chain to identify vulnerabilities and the associated impacts on economic and national security. A literature review and expert interviews help identify key factors and variables, and complex systems diagramming techniques elucidate the intricate relationships among the factors that result in supply chain vulnerabilities . This analysis provides further insights into the risk archetypes established by the whole -of- government assessment of the defe nse industrial base under Executive Order 13806 in July 2017 and analyzes the impacts of supply chain vulnerabilities on the traditional sectors of the defense manufacturing industry including aircraft, ground systems, missiles and munitions, nuclear warheads, radar and electronic warfare, shipbuilding, soldier systems, chemical and biological defense, and space systems. The study provides recommendations to inform ongoing efforts to fortify the U.S. defense industrial base. Risk mitigation strategies include strengthening the defense industrial base through direct investments, fortifying the manufacturing workforce with the appropriate technical and digital skills, modernizing defense acquisition processes, energizing the research and development enterprise, and partnering with the private sector and allied nations to promote innovation and resiliency. Keywords Supply chain vulnerabilities, defense industrial base, manufacturing workforce, foreign dependence, resiliency Introduction U.S. national security  and global influence relies on a U.S. defense industrial base that is “robust, resilient, secure, and innovative” (Department of Defense, 2021) . It must be cost -efficient, productive, and not unduly subsidized by taxpayer monies, while having sufficient surge capacities to respond to contingencies . The defense industrial base is a world -wide network that conducts research and development to design, produce, deliver, and maintain military weapons systems. It is multi-tiered, both public and private, and rel ies on a geographically and economically diverse ecosystem. The U.S. defense industrial base includes our leading defense industry companies, who remain global leaders in weapons innovation and production, while the U.S. Department of Defense (DoD) remains the biggest buyer of goods for the U.S. government. As a whole, it is a large and complex system impacted by many macro forces. Over the past half century, there has been a steady decline in the manufacturing workforce and the innovation leadership that the U.S.  once enjoyed. Since the 1960s, the manufacturing sector  has shrunk from 40 percent of the U.S. gross domestic product (GDP) to 12 percent today (DoD, 2021). The shift in defense policy following the end of the Cold War left the traditional industrial base sectors with obsolete systems and processes ; meanwhile, the arrival of advanced digital technologies continues to drive a nd change the U.S. and global economies, creating heretofore unanticipated threats to the defense industrial base. In this environment, there has been an erosion of traditional supply markets, diminishing manufacturing sources and material suppliers, and w eakening of the U.S. -based industrial infrastructure with greater foreign dependency and greater risks to cybersecurity and product security (Peterson, 2021). The once dominant “military -industrial complex” that preserved American leadership in the world faces increasing risks and vulnerabilities that require modernization and a forward-looking defense industrial strategy (DoD Office of Industrial Policy, 2021). The ability of the U.S. to respond to a national threat is contingent upon secure and",gmail.com,,,46.3144754,11.0480288
15,WARGAMING: A PRACTICAL AND AFFORDABLE APPROACH FOR STRATEGIC PLANNING,@udmercy.edu,"Wargaming, strategy, disruption, collaboration, planning, Industry 4.0, gamification, multi -discipline","The existing technology landscape is complex and evolving rapidly. Successful navigation of a dynamic landscape requires interdisciplinary viewpoints and an innate ability to comprehend broad socio-technical issues. More than any time in recent history, the technical business owner faces battlefield -like conditions due to the combinations of Industry 4.0, the Covid- 19 pandem ic, and the upheaval of socio -technical ecosystems. Wargaming allows management teams to explore complex what-if scenarios. This article lays out a methodology for developing and exercising simple wargames that will anticipate risks and opportunities facing business operations, rather than waiting until the unthinkable happens, too late to react. The wargaming method calls for four stages, 1) Design, 2) Preparation, 3) Execution and 4) Analysis. Each stage provides useful data for business development. The design stage requires the identification of key metrics. The preparation stage examines variation and uncertainty. The execution stage demands cross -discipline cooperation. The analysis phase challenges the logic of strategic plans. The article includes a sample wargame and the associated findings for a small business. Three key outcomes resulted from the sample wargame. The m anagement team discovered: 1) cross disciplines were not operating in concert, 2) useful data was easily available but was not being used to assess customer satisfaction, and 3) certain combinations of supply shortages, elevated weather conditions, and wor kforce turnover could prove terminal if the business is unprepared. As a result of the wargame, the management team reconsidered their strategic plans. Keywords Wargaming, strategy, disruption, collaboration, planning, Industry 4.0, gamification, multi -discipline Introduction: How Can Businesses Prepare for an Uncertain Future? Engineering managers need t o lead their organizations through social, technical, and political ecosystems  that are being disrupted by massive changes.  In particular, the technology ecosystem is evolving at an exponential rate (Pistrui et al. 2018).  To successfully guide an organization through dynamic  and chaotic times, the manager needs to foster interdisciplinary cooperation while growing the organization’s awareness of  broad socio-technical issues.  The day- to-day details and nuances of the existing business  must be managed to maintain stability while simultaneously morphing the business. The way forward for the corporation could take many twists and turns, and the choice of the best direction can be obscured by interwoven variables.  In many organizations, there will be significant resistance to change as the typical prevailing approach is to run with a business -as-usual mindset by slowly introducing incremental changes. Unfortunately, technical disruptions are com ing so fast and are having such profound impacts on society , that the business-as-usual approach has become a recipe for failure!  Authors Tuff and Goldbach address this problem in their book, Detonate (2018): “In light of what most of you are experiencing, pressure against long-standing business models and ways of working as a result of advances in technology, no amount of incremental improvement is going to create the necessary changes.”  Tuff and Goldbach",udmercy.edu,University of Detroit Mercy,United States,42.41403185,-83.13786010722785
16,REIMAGINING ENGINEERING UNDERGRADUATE PROGRAMS TO FILL THE TALENT PIPELINE,@udmercy.edu,"Talent, education, curricula, students, student-engineer, Industry 4.0, academia, engineering managers, credentials,","The driving forces changing how we work and the jobs that we do are impacting the management of organizations of all sizes across all sectors.  Traditional academic programs struggle to keep pace with the exponential growth of technology, the evolving four -generation workforce, and the development of new business models. Academia is unable to sufficiently fill industry’s demand for digital -ready talent and engineering managers cannot afford to wait any longer. Engineering managers need to push for a new approach to create industry-focused engineering bachelor’s degree programs. The paper proposes revised roles for key stakeholders involved in undergraduate eng ineering education. The key stakeholders include: 1) engineering managers, 2) academic leaders, and 3) next -generation student - engineers.  The authors propose: A. Engineering managers should become active partners with students, treating students just as they would treat a current employee that is active in life-long learning. B. Academic leaders should continue to educate research-capable graduate students, but simultaneously act as talent-pipeline suppliers to industry. C. Student-engineers should be encouraged to join the engineering field with financial incentives and programs designed to suit student learning styles, maturation rates, and economic circumstances. With the support and encouragement of engineering managers, students will have new learning options to achieve industry-recognized degrees by self -defined, unconventional paths that include badging / credentialing, or by competency testing, or through practical experiences.  With the support of industry managers, students are no longer constrained by academic institutions, but are given the autonomy and authority to follow their own paths. Keywords Talent, education, curricula, students, student-engineer, Industry 4.0, academia, engineering managers, credentials, badging, workforce Introduction: The Traditional Academic Approach is Failing to Fill the Talent Pipeline Educators are facing challenges to existing academic models, but more importantly, they are also being presented opportunities to innovate and create new value to meet society’s needs and foster well-being.  Educational innovations can provide data and dir ection that can be utilized to prototype and develop new models of collaboration and drive essential education reform.  But unfortunately, much of academia is entrenched in tradition and the pipeline of industry-ready, digitally capable talent is not coming soon enough or fast enough. [Pistrui et.al. 2020] According to Michael Richey, an executive with Boeing Company, engineering managers face three noteworthy challenges in today’s environment. The first challenge is related to the human dimension of the pr oblem.  There is a limited supply of student -engineers in the talent pipeline.  The talent pipeline has insufficient capacity to meet new and changing needs of industry. The second challenge is a structural problem.  There is misalignment between the operational structures of academia and industry.  Academic structures are in place to support tuition -paying students",udmercy.edu,University of Detroit Mercy,United States,42.41403185,-83.13786010722785
17,BUSINESS PROCESS REENGINEERING FOR PROCESS OPTIMIZATION: A CASE STUDY,@gmail.com,"Business process reengineering, Industry 4.0, Robotic process automation, Optimization, Discrete event simulation .","The manufacturing industry's business processes and activities are now  limited due to a lack of seamless integration, value-driven processes, business information, and dynamic optimization. To bridge the gap between traditional business operations and industry 4.0 smart processes, Industry 4.0 requires self -optimization, autonomous operation, and smart systems. Robotic Process Automation (RPA) is utilized in this study to optimize Business Process (BP) through Business Process Reengineering (BPR) to understand the effects of industry 4.0 smart processes on our current processes. To this end, this study conducted validation of process eligibility of RPA implementation, evaluation of potential, importance, and classification of processes is done to analy ze current processes prior to applying RPA through simulation and modelling. The results indicate that the weights of the parameters such as transaction volume, FTE savings, time taken per run, and sub -activities had high percentiles in the proposed model in comparison to the current model. The study concluded that, straightforward processes should be automated using RPA, whereas complex processes should be automated using semi-automation. Keywords Business process reengineering, Industry 4.0, Robotic process automation, Optimization, Discrete event simulation . Introduction Currently, the business processes and activities in the manufacturing industry are having limitations in terms of lacking seamless integration, value -driven processes, business intelligence,  and dynamic optimization  (Bhaskar, 2018). Industry 4.0 (4IR) requ ires self-optimization, autonomous operation, and smart systems to bridge the gap between traditional business process requirements and industry 4.0 smart processes  (Skilton and Hovsepian, 2017) . Business process reengineering (BPR) is an instrument that can be utilized to change business processes and reshape the entire business process (Bhaskar, 2018). Processes are a combination of business activities that results in the desired output. Whenever processes turn out to be inefficient and outdated to an extent that they cannot provide intended results they must be re -engineered. According to (Habib and Shah, 2013) the organizations that do not transform according to changes in the environment will be kicked out from the markets. Industry 4.0 has seen as a radical and groundbreaking transformation categorized by the omnipresence of machine learning and artificial intelligence, mobile Internet, and smaller, unique sensors  (Hanin & Mohammed, 2020) . According to (Habib and Shah, 2013), “the 4IR concept also known as the industry 4.0 model, is a revolution triggered from the application and use of the Internet of Things (I oT), and cyber -physical systems (CPSs) ”. Industry 4.0 comprises the following: physical cyber systems, smart factories, spontaneous order, new process systems in procurement together with distribution, development of novel services and products, customized human necessities, and corporate social responsibility (Skilton and Hovsepian, 2017) . Therefore, 4IR involves the s uper connection between the market and technology in all industries enabled by IT.  As indicated by the World Economic Forum, the Fourth Industrial Revolution (4IR) began being noticed and continued since the beginning of the 21st century (Schwab, 2017). There is a great need to understand the effects of applying new technologies and techniques in re -engineering processes to optimize operations through simulation of current as-is processes and to-be processes. The research object ives of the study are t o capture business processes for the selected business function  level, analyze processes’ RPA potential and eligibility and afterward identify important parameters that have a major impact on business process. The last part is to design and simulate a business process and propose a model that can be used",gmail.com,,,46.3144754,11.0480288
18,SYSTEM INTEGRATION FOR SMALL ENTERPRISES: SYSTEMATIC LITERATURE REVIEW,@gmail.com,"COVID-19, Digital, Resilience, Small and mid-size enterprises (SMEs), Sustainability","The impacts of COVID-19 are expected to shutter business performance globally. Though, very little early evidence on the impacts is recorded currently. Small business owners are expected to be hugely impacted compared to larger business counterparts. This is a result of limitations in financial capabilities, skills, and human resources. Small and Mid-size Enterprises (SMEs) play a crucial role in the resi lience and sustainability of economic growth globally . An early-stage loss to business activity as a result of COVID -19 has significant implications for future economic inequality, income losses, and policy. This has triggered research into sustainability measures suitable for business maturity and to improve operational performance. Research is addressing issues ranging from developing a digital platform suitable for the collection of systems and automating its processes. This study complements publications that develop a technological and digital landscape by further expatiating on digital transformation issues and smart operational implementations in the context of SMEs. This study  initiates by systematically identifying relevant contemporary publications on SME digitaliz ation using the Scopus database. The documents are then reviewed by focusing on the crucial factors and current systems that influence the process of digital transformations for SMEs. The results facilitate sustainable business value and are crucial as a reference document that guides SMEs for future smart operational implementations. Keywords COVID-19, Digital, Resilience, Small and mid-size enterprises (SMEs), Sustainability Introduction As a result of the envisaged impacts of the COVID-19 pandemic, large and small businesses are transitioning from an efficiency-fixated system to a system orientated on resilience. The propagation of the pandemic has exposed shortcomings in business  performance management and strategy.  A business strategy describes the combination of actions performed and decisions taken by an organi zation to achieve planned business goals together with a secure competitive advantage in the market ( Kitsios and Kamariotou, 2021) . Digitalization is a best practice sustainable business strategy (Kitsios and Kamariotou, 2021). Digital transformation is the use of innovative, swift, and frequently changing digital technology to address challenges such as transforming processes, ex periences, and cultures that are manual or non- digital to digital ( Perkin and Abraham, 2021).  Examples of digital transformations include cloud computing, AI-powered chatbots, and master data. etc. Small and mid -size enterprises  (SMEs) are  confronted by diverse challenges in the implementation of digital transformations. The smart use of industry 4.0 tools has a major impact in fighting the COVID-19 pandemic to enhance productivity, competitiveness, and performance in businesses (Javaid, et. al., 2020). SMEs are expected to reconfigure processes in line with these advancements. Based on these arguments, SMEs in the context of digitalization facilitate more research to improve resilience and sustainability measures. Most literature on digital transformations is analyzed in the context of larger businesses as a result of capability to skills, human resources, infrastructure, and finances. Not much has been done related to critical and fundamental issues of its integration with SME processes. Th is includes the classification of digital-enabled tools for SMEs, and how digital smart systems transform SMEs' processes, predict performance outcomes, and improve operational performance.  This study contributes and differs from current literature with a focus to identify the crucial factors and current systems that influence the process of digital transformations for SMEs. Three Research Questions (RQ) are defined: RQ1: What factors have emerged in the literature in the context of SMEs' operational implementations?",gmail.com,,,46.3144754,11.0480288
19,"ATTRITION, COMPETENCY, AND PRODUCTIVITY IN THE AGE OF THE GREAT RESIGNATION",@gmail.com,"Great Resignation, attrition, retention, productivity, competency development models, six -sigma management,","The Great Resignation of 2021 has forced companies to reconsider employee policies and retention efforts as they struggle with the effect higher attrition has on critical business operations.     Often l acking in this analysis though, is a fundamental understanding of how attrition percentages directly affect productivity based on employee competency development models.  To address this , first a competency model of employee development is created, typical to product engineering development.  Then numerous simulations are conducted on a typical engineering staff with random employee exits at various levels of attrition.  Following this , a model of task completion is calculated based on overall staff competency to determine the resulting productivity at various levels of  attrition.  Finally, limitations of the model are discussed to highlight future opportunities for enhancement including retraining inefficiency, quality lapses, and talent acquisitions activities. Keywords Great Resignation, attrition, retention, productivity, competency development models, six -sigma management, enterprise human capital development, human capital movement Introduction The study of the development of specialized skills, and the  movement of that human capital to its most productive avenue for the betterment of society had its genesis in early  economics theory.  “The acquisition of such talents, by the maintenance of the acquirer during his education, study, or apprenticeship, always costs a real expense, which is a capital fixed and realized, as it were, in his person. Those talents, as they make a part of his fortune, so do they likewise that of the society to which he belongs. ” (Smith, 1776).  Furthermore,  the motivation to attain these skills, driven by the efficiency created through div ision of labor, and the resulting financial benefits, clearly drives certain individuals with capability, aptitude, and agency to invest in their own personal skills.  This investment not only benefits them but  is applied to the challenges facing humanity in the location where they ply their trade for the betterment of society at large (Goldin, 2016). The immense challenges facing a society often need a synthesis of diverse skills working in tandem to accomplish comprehensive objectives.  As a result, a variety of organizational structures form in society to harness these individual skills and apply them to societal goals.  The diversity of these organizations in structure is immense , taking many forms (religious, civic, trade unions, commercial, governmental) and divergent structures (for profit, not for profit, volunteer) mirroring the complexity of the diverse societal challenges and needs facing humanity. The seamless nature of uptake of individual skills  applied to organizational objectives though is fra ught with difficulties.   Often the population where the organization operates may not have the general skills needed to fulfill organizational goals.  Potentially  the people already in the company do not have the skills needed for the new objectives facing the company due to knowledge obsolescence, skill atrophy, or market shifts in needed skills . Additionally, even if an individual has the general knowledge, there is typically a significant amount of nonfungible learning which happens in organizations where an individual learns how to apply their specific knowledge, in a productive method, within the framework of the target organization, resulting in effective goal achievement. Organizations address these issues through targeted investments.   Talent acquisition activities look to attract the best individuals with skills, talents, and cultural values closely aligned with organizational needs.  For these new hires, onboarding activities, mentoring, training, and targeted job assignments are setup to accelerate their productivity upon starting.  For employees already at the organization, a variety of training, development plans, coaching, job design,",gmail.com,,,46.3144754,11.0480288
20,OPTION GAME MODEL FOR GENERATION INVESTMENT ANALYSIS IN RENEWABLE ENERGY NON-CONVENTIONAL IN THE ELECTRICITY MARKET. A CASE FOR COLOMBIA,@unal.edu.co,"Power Market, Competitive market, Cournot, Stackelberg, Option Games, Uncertainty.","Most utilities we re integrated monopolies at the beginning of the electricity industry, either investor (mainly in the United States) or publicly owned.  However, since the 1980s, many power markets have shifted from traditional to competitive environments. Profit maximization is more important than cost reduction in the new economic models. However, competitive electrical markets do not exist in practice b ecause there is concentration in a reduced number of firms. In other words, power markets are organized as oligopolies, and the action of one of the agents can dramatically influence market variables. Given the above, it proposes a basic two states game in  a dupolist market integrating real options and a game theory framework to analyze strategic investment in the power markets and the effects of endogenous competition. First, it calculates the real value option for each firm, assuming that these are price- acceptance (Cournot competence) with a lineal inverse demand function in relation quantity. Then, this paper develops the competitive game characteristics for  the cost function of each firm. Results show that exists several market structure possibilities f or variations of demand (up or down) competition leads to early exercise and aggressive investment behaviors. Keywords Power Market, Competitive market, Cournot, Stackelberg, Option Games, Uncertainty. Introduction At the beginning of the electricity industry, most utilities were integrated monopolies. Since the 1980s several power markets was restructured to competitive environments (Shivaie & Ameli, 2015). In the new economic models, it is more important to profit maximization than cost minimization. However, real competitive power markets do not exist in practice because by nature there is a tendency to have a concentration in a reduced number of firms (Zhang et al., 2009), in other words, it is organized as an oligopoly market (Lopez et al., 2017). Papers such as (Fosso et al., 1999; Phupha et al., 2012; Zhang et al., 2013; Rouhani et al., 2013; Gil et al., 2014; Maceira et al., 2015; Alizadeh & Jadid, 2015; Fitiwi et al., 2015) aiming to develop methodologies that can be utilized for making generato rs' expansion decisions. For this reason, Botterrud (2005) proposed Game Theory (GT) for generators’ strategic decisions, and Smit & Trigeorgis (2004a )used of Real Option (RO) for uncertainty environmental. So, this work proposes to show the importance of using a hybrid tool (Option Games (OP)) that model uncertainties and the competitive environment. The following is a description of the paper's structure. The approaches for new investment decision -making in electricity markets are described in Section 2. OP and GT are discussed in sections 3 and 4. The fifth section has a description about OG. Section 6 presents results from a theoretical power system case study. Section 7 provides some conclusions. Methodologies for project valuation in the power market. The tool traditionally used for that purpose is NPV. This is an indicator easy to apply given the difference between discounted cash flows and capital investment; likewise, it is used to evaluate the economic viability of an investment project. This indicator can be calculated as follows: 𝑁𝑁𝑁𝑁𝑁𝑁 =  −𝐼𝐼+ ∑ 𝐹𝐹𝐹𝐹𝐹𝐹𝑡𝑡 (1+𝑘𝑘)𝑡𝑡 𝑡𝑡+1                 (1)",unal.edu.co,Universidad Nacional de Colombia,Colombia,4.6364,-74.0833
21,INVENTORY MANAGEMENT OPTIMIZATION FOR CAPITAL GOODS MAINTENANCE,@ufpr.br,"Industry 4.0, Big Data, Spare Parts, Inventory Management, Maintenance, Supply Chain.","Spare parts play an important role in supporting capital goods maintenance, contributing to downtime reduction and lifetime extension. However, once systems are becoming more and more advanced, and their reliability has also increased, both trends enlarged  the amount of components with low demand, and spare parts management are becoming more complicated. Consequently, given the mindset change about delivery times with Covid-19 pandemic and the concern related to global spending in aftersales services , together with customers demanding high uptime levels and TCO (Total Cost of Ownership) reduction, the search for more efficient methods to manage spare parts inventory has emerged. Based on the use of industry 4.0 techniques , the aim of this study is to propose  a framework for spare parts provisioning, reducing both maintenance and downtime costs. Keywords Industry 4.0, Big Data, Spare Parts, Inventory Management, Maintenance, Supply Chain. Introduction Extremely vital to downtime reduction is parts availability, which means having available parts waiting for the customer demand. Inventory control policy, particularly for items with low and uncertain demand, has a significant role in parts availability (Boone, Hazen & Skipper, 2018). The authors mention that the perfect set-up is having parts available when required only, with short lead times and, as an effect, providing customer service without increasing operational costs. However, an increase in availability typically requires an increase in inventory on -hand and, consequently, also increasing the overall logistics cost. The costs can be drastically affected also when, due to a back order occurrence, it’s required an expedited freight to satisfy custome r demands. This critical relationship between availability and premium freight cost indicates that the primary goal is to seek  for a balance between both KPIs (Key Performance Indicators). The main challenge is to correlate the cost of having the part available with the cost associated with a back order. What matters for capital goods users are the costs during their entire life cycle, known as the Total Cost of Ownership (TCO). Important to mention that d owntime cost involves not only direct costs, connect ed to the output reduction of the capital good, but also indirect costs, that cause loss of reputation and result, unfortunately, in future sales decrease (Bake, Pessôa & Becker, 2018). Extensive research has been conducted in this area, that include studies related to machine availability (Ghodrati, Ahmadi & Galar 2013), preventive maintenance (Jiang, Chen & Zhou, 2015), and repair level (Chang, Liao & Hsiao 2015) across industry segment s, such as OEMs (Original Equipment Manufacturers) or a third -party provider (Behfard, van der Heijden & Al Hanbali, 2015). And recently, new studies have emerged emphasizing the importance of quickly reacting to changes, a perspective established with the Covid-19 pandemic (Ivanov & Dolgui, 2021). Connecting these and other sub -areas, and considering the importance of more efficient methods to manage spare parts inventory, the aim of this study is, based on the use of industry 4.0 techniques, propose a fra mework for spare parts provisioning, reducing both maintenance and downtime costs, and providing a perspective closer to the expected post-pandemic.",ufpr.br,Universidade Federal do Paraná,Brazil,-23.59844395,-51.673359178875074
22,APPLICATION OF SYSTEM MODELING LANGUAGE (SysML) IN CYBER LEVEL ARCHITECTURE OF INDUSTRY 4.0,@astate.edu,Industry 4.0; Systems Engineering Modelling L anguage (SysML); Cyber Level; Model -Based Systems Engineering,"Although the emergence of Industry 4.0 introduces a revolution in the field of manufacturing, it imposes security threats on the seamless operation of the network system at the same time. The c yber level is one of the pivotal architectures of industry 4.0 that controls the entire Industry 4.0 network via the cyber -physical systems. As Industry 4.0 is still in the developing phase, to successfully adopt the concept of Industry 4.0, organizations' technical managers and practitioners need to broadly understand the architecture and functionality of the cyber level. Although several conceptual ideas and theoretical frameworks are prevalent in the existing li terature, there is a lack of research that focuses on the structural and behavioral architecture of the cyber level of industry 4.0 through the lens of a systemic approach. To address this gap, in this study, we apply systems modeling language (SysML) to capture the complex architecture of the cyber level of industry 4.0 via a set of system modeling diagrams. The proposed approach will help the practitioners to understand the detailed structural and behavioral aspects of the cyber level of industry 4.0 in order to construct an efficient cyber security framework. Keywords Industry 4.0; Systems Engineering Modelling L anguage (SysML); Cyber Level; Model -Based Systems Engineering (MBSE); Cyber-Physical Systems (CPS). Introduction The first industrial revolution started in the 18th century which was grounded by mechanization after the invention of the steam engine. In the 19th   century, the second industrial revolution took place with the introduction of electricity in mass production. In the next century, the third revolution introduced automation in the manufacturing system due to the invention of the microcomputer (Arvind & Bourne, 2016) . In the 21st century, industry 4.0 has brought in cutting-edge technology with an extreme impact on the field of manufacturing processes. In I ndustry 4.0 , the adaptation of the internet of things (IoT)  against the backdrop of cyber-physical systems (CPS) increases flexibility and decreases the complexity of the manufacturing process. Industry 4.0 supports a more adjustable manufacturing system to meet the different customized requirement s of the customer in today 's competitive business environment (Vaidya et al., 2018). Cyber-physical systems are the paradigm of industry 4.0 which efficiently integrates the physical system with cyberspace, where actions like computation, communication , and control are executed.  CPS is one of the core technologies of Industry 4.0.  CPS structure consists  of 5 levels which are represented by 5c for the manufacturing process. The 5 levels are connection, conversion, cyber, cognition, and configuration. Advanced sensors, data analysis systems, computer networks, and cloud computing technologies are the core of CPS (Bagheri et al., 2015) . Various sensors and computer networks used in the operations of industry 4.0 generate a huge amount of data (Lee et al., 2015). Cloud systems help the CPS to interchange the data instantaneously. On the other hand, sensor deployment help CPS identify the disturbance of the system and automatically takes the necessary step to compensate for the perturbations. CPS describes the most optimize d way for every workstation in the manufacturing plant by ensuring",astate.edu,Arkansas State University,United States,35.8447472,-90.67262556246513
23,IMPROVING RELIABILITY INDICES OF POWER DISTRIBUTION SYSTEM LEVERAGING MANAGEMENT ORIENTED APPROACH,@astate.edu,System Average Interruption Duration Index (SAIDI); System Average Interruption Frequency Index (SAIFI); Failure,"Power Systems have recently been receiving a lot of attention for their vulnerable condition and aging nature. When a component in this system approaches its maximum age, the frequency of fault occurrence increases. Consequently, if a component fails in any power substation, the system still takes an extend ed period of time to return to normal which affects uninterrupted power distribution. Customer satisfaction in a power distribution system can be measured through two distinct reliability indexes called “System Average Interruption Duration Index” (SAIDI) and “System Average Interruption Frequency Index (SAIFI)” which measure power interruption duration and frequency. Every year Distribution Utilities are given a particular target to achieve a certain SAIDI and SAIFI. However, distribution utilities continu ously fail to achieve those targets due to mismanagement of maintenance operations during an interruption. This paper will go deeper into finding the causes behind those problems and recommending effective ways to reduce them. To pursue the objective of th is paper, a quality management-based six sigma DMAIC (Define, Measure, Analysis, Improvement, Control) approach is used to identify the root causes of that mismanagement and suggest a proper solution strategy, followed by reliability analysis. Consequently , this paper proposes a novel fault management system during the improvement phase of DMAIC. Subsequent risk analysis has been done to show that DMAIC has successfully been able to address the problem and the risk of prolonged interruption delay has been reduced to a significant margin. Keywords System Average Interruption Duration Index (SAIDI); System Average Interruption Frequency Index (SAIFI); Failure Mode and Effect Analysis (FMEA); Reliability, DMAIC, Management. Introduction The condition of vulnerable power distribution systems has been the subject of a number of studies from different points of view recently. Few researchers have explored the nexus between quality management based approaches as a pathway to improve power system dynamics as some quality control ideas can be applied to in the power distribution system to make it more effective. As one of such quality management -based approaches, DMAIC (Define, Measure, Analysis, Improvement, Control) model, which is the roadmap for Six Sigma, ha s been adopted in this study to improve the reliability indices power distribution system like “System Average Interruption Duration Index” (SAIDI) and “System Average Interruption Frequency Index (SAIFI)”. Balaji et al. (2018) used a similar DMAIC approach but their goal was to determine how this process contribute to increase of revenue in power distribution utilities. To improve the quality of the service, champion, master black belt, black belt and green belt personnel are identified among the existing setup. It was found out that DMAIC methodology can significantly contribute to improvement of overall revenue of the utility. However, proper distribution of responsibilities among personnel and slight readjustment of power distribution planning are needed. Specifically, this study has been presented against the background of management-oriented methodology to demonstrate its applicability and efficacy in dealing with power distribution system issues. Sony (2019) presented the application of lean six sigm a-based approach for power generation, transmission and distribution companies. Case studies done by this paper indicates that application of lean six sigma is economically beneficial, improves customer satisfaction. In the way, this paper also emphasizes that group activity is very important for success ul lean six sigma projects. A DMAIC based approach is also taken by Al -Aomr et al.,",astate.edu,Arkansas State University,United States,35.8447472,-90.67262556246513
