,Title,email,KeyWords,Abstract,domain,Institution,Country,Latitude,Longitude
13,DEFINING RESILIENCE: A PRELIMINARY INTEGRATIVELITERATURE REVIEW,@mst.edu,"Resilience, resiliency, resilient, critical infrastructure, State-of-the-Art Matrix ","The term “resilience” i s ubiquitous in technical literature ; it appears in numerous forms , such as  resilience,  resiliency, or resilient, and each use may have a di fferent definition depending on the interpretation of the writer .  This creates difficulties in understanding what is meant by ‘resilience’in any given use case, especially in discussions  of interdisciplinary research.  To better understand  this problem, th is research constructs a preliminary integrative  literature review to map different definitions, applications and calculation methods  of resilience  invoked within  critical infrastructure  applications. The preliminary  review uses a State- of-the-Art Matrix ( SAM) analysis to  characterize differences in definition across disciplines and between regions. Q ualifying the various us ages of  resilience will produce a greater precision in the literature and a deeper insight into type s of data required for its  evaluation, particularly with respect to critical infrastructure calculations  and how such data may be analyzed.  Results from this SAM analysis will create a framework of key concepts as part of the most common applications for  “resilient critical infrastructure” modeling.     Keywords  Resilience, resiliency, resilient, critical infrastructure, State-of-the-Art Matrix    Introduction  “Resilience” is a term that is used extensively in recent technical literature, but is defined somewhat loosely. Its  definition typically varies significantly across disciplines, meaning one thing to psychologists, another to mechanical  engineers or environmental scientists, urban planners, businesses, engineering managers and so on. While this may  be useful within a discipline, confusion becomes significant in an interdisciplinary communication.  It is therefore  useful to codify the different definitions of the terms and to coalesce thes e definitions into something that can be  useful in interdisciplinary research (Department of Homeland Security, 2012).   Towards this end, this paper performs an integrative literature review to identify various definitions of  resilience, its applications and calculations. A major focus of this study is to identify any shifts in these usages over  the past 10 years. A State-of-the-Art Matrix Analysis (SAM) is conducted on these review results. The SAM will be  broken up into three main categories:  definitions, applications, and calculations of resilience. The ultimate goal for  this research is to provide guidance in constructing a definition of resilience that spans multiple disciplines.    Methodology  A SAM Analysis characterizes, organizes and analyzes research (Guadalupe and Beruvides, 2012 ; Egbue and Long,  2012), in this case, r esearch to understand  varied usages of ‘resilience’ within technical literature.  This systematic  analysis method has been well -used to present an overview of the technical literature and allow statistical analysis  based on category and key variables  (Sumanth, et al, 1990) . A temporal dime nsion to the research is instituted to  ascertain shifts with resilience utilization during the past ten years. The literature review approach used for this study  sampled how authors defined resilience and how they measured resilience for the systems studied. For this work, the  search considered articles published between 2006 -2016 that specifically attempt to define the term “resilience”. ",mst.edu,Missouri University of Science and Technology,United States,37.9532435,-91.77426666814159
14,EVALUATING RESILIENCE THROUGH HETEROGENEOUSGOODNESS OF FIT PREFERENTIAL ATTACHMENT IN SCALE-FREENETWORKS,@wne.edu,"Preferential attachment, supply chain, scale free network ","In an effort to fortify networks from disruption , resilience has emerged as a major area of research  within network  science. It has been suggested by literature that the scale- free topology characterized by a power -law degree  distribution presents an inherent resilience to random disruptions. As such, it has been suggested that this topology be  adopted in a variety of ap plications including supply chain networks . This paper is a part of a larger effort to study  resilience in supply chain and evaluates whether a preferential attachment methodology maximizing the goodness of  fit of the power law degree distribution increases the resilience of a heterogeneous network. The Barabási-Albert (BA)  model is a basic methodology for  developing scale -free networks which will be used to comparatively r ate the  performance of the goodness of fit preferential attachment methodology.     In this study resilience is measured by the network’s largest connected component  as simulated disruptions are  randomly applied to the system. It will be shown that achievement of a power law distribution is not singularly  representative of network resilience . Rather, it is the interaction of nodes to form hubs in general during network  emergence that is critical.     Keywords  Preferential attachment, supply chain, scale free network    Introduction  Resilience can be defined as the ability to maintain operations and connectedness under the loss of some structures or  functions (Zhao, Kumar, Harrison, & Yen, 2011) . In a supply chain, this means the ability to  keep as many suppliers  operational as possible so that the product may continue to ship despite the presence of a disruption. In its most basic  form, the supply chain can be modelled as a network with nodes representing various supplier organizations and arcs   representing relationships such as infor mation, material, or financial flows. One key element of the supply chain is  the heterogeneity of the nodes. Although redundancies can and do exist, each supplier has its own purpose and cannot  simply link with any other supplier. Only those which serve a logical chronological purpose will attach to each other.    In the 1990’s Barabási and Albert famously discovered the scale free network naturally occuring in society  This topology is characterized by a power -law degree distribution  where degree is the number of arcs entering and  exiting a particular node (Albert, Jeong, & Barabasi, 2000). The power-law degree distribution causes a small number  of high degree nodes (hubs) to form in the network while the majority of the nodes have a small degree.  In network  science, it has been presented that the scale free topology has an inherent resilience towards random disruptions   because a disturbance is more likely to affect a small degree node rather than an important hub. As a result, literature  suggests that the scale free topology be adopted in the supply chain context.  This paper is part of a larger research  goal to quantitatively analyze the usefulness of the scale free topology in supply chains.    The Barabási-Albert model is a basic methodology for f orming scale free networks. It is dependent on two  elements: growth and preferential attachment. In this study, a new preferential attachment mechanism is presented  which uses a power-law goodness of fit method developed by (Clauset, Shalizi, & Newman, 2009). In this alternative ",wne.edu,Western New England University,United States,42.1125825,-72.51478135708936
15,THE ROLE OF THE PROJECT ENGINEER IN WORK PACKAGEBASED ENGINEERING DESIGN PROJECTS,@gmail.com,"Project engineer, work packages, engineering design project, consulting engineering, heavy industrial projects, ","This paper examines the role of  the project engineer in the detailed design phase of  heavy industrial projects being  executed by consulting engineering firms using the STBQ work package (WP)  method. The STBQ method gets its  name from the STBQ success criteria where project success is defined as  Safe, on-Time, on-Budget, and with no  Quality deficiencies.  100% of the  project requirements are fulfilled in the execution of  WPs (the 100% rule) and  each WP has STBQ criteria of its own, and therefore by simpl e arithmetic if each WP meets its  success criteria then  the project will be successful.   In the STBQ method, the WP is the basis for all planning, monitoring, controlling,  and reporting on the project.   It is also specifically designed with many features r ecommended by other researchers  and intended to be integrated with the Advanced Work Packaging best practice developed by the Co nstruction  Industry Institute. The project engineer has two main responsibilities:  interdisciplinary coordination and overall  quality control.   This paper describes how these responsibilities are fulfilled at the WP level.   The paper also  describes the project engineer's role in the optional, but highly desirable additional goal to achieve project excellence  through knowledge capture, team building, and recognition for the purpose of improving the individuals, the project,  the culture, and the firm.    Keywords  Project engineer, work packages, engineering design project, consulting engineering, heavy industrial projects,  STBQ method    Introduction  The STBQ method of project engineering management is a work package (WP) based method intended for  successfully executing the detailed engineering and design phase of heavy industrial projects (Herbst, 2016).  The  project engineer (PE) play s a key role in the utilization of the STBQ method and this paper examines the various  aspects of that role.  Specifically, the paper describes the roles and responsibilities of the PE in the following major  groups of activities:  • Requirements analysis  • Initial planning  • Near-term look-ahead planning  • Commitment planning  • Monitoring, controlling, and reporting of progress  • Safety  • Quality control  • Change management  • Knowledge management  • Team motivation  The paper first provides a brief description of the STBQ method and its intended use by consulting engineering  firms.  Then each of the above major groups of activities will be described with a focus on the PE`s role.    Background and Overview of the STBQ Method  Purpose of the STBQ method  The STBQ method was developed to provide better success in the execution of the engineering phase of heavy  industrial projects. This led to the incorporation of many recommendations of other researchers and authors ",gmail.com,,,46.3144754,11.0480288
16,THE EFFECT OF IMPEDED INFORMATION SHARING ANDTRANSPARENCY ON POWER DIFFERENTIALS ANDORGANIZATIONAL DYSFUNCTION,@odu.edu,"Organization Structure, Communication Channel, Information Flow. ","The constituents of an organization have to interact with each other. The purpose of the interaction is to maintain flow  of information, to exchange knowledge, to share individual situational awareness, and to give rise to an organizational  shared awareness. The rate of information exchange is constrained by multiple factors and impacts the effectiveness  of the communication in an organization. For instance, e xtensive communication may not result in  informativeness  all the time.  Communication channels induce constraints between the interacting agents. These constraints can impede  information flow. Impeding information flow will result in  an accumulation of knowledge with a particular agent.  Consequently, the agent who possesses the knowledge becomes the hub for the communication channels in the  organization. The ensuing powerful position impedes sharing individual situational awareness. T his negatively  influences the formation of shared situational awareness. The accumulating node becomes the de facto repository of  the organization. In so doing, it generates further barriers in an auto reinforcing construct. The accumulating node  claims experience dominance, blocking interaction among the agents and thereby restricting the flow of knowledge.  This prevents refreshing individual and shared situational awareness and can engender serious problems for the  organization. In this paper, the conceptual model of this issue is outline d, and applied t o an incident of military  fratricide.     Keywords  Organization Structure, Communication Channel, Information Flow.    Introduction  One requirement to be considered an organization for a group of people is to  interact to achieve a goal. This applies  to all contexts. For instance, in military there exist political-military goals given to the commanders. The commanders  disseminate an intent to achieve the given goal. The mere dissemination  of the intent does not make the goal  achievable. The constituents have to  make decision s, maintain awareness, interact , and fulfill the allocated  responsibilities in the organization so that the organization proceeds towards achieving the goal.  All these are  constituent dependent, yet entangled activities which need information management. Through various communication  styles the information management is maintained in an organization.  Communication is a means of interaction which allows for the flow of information. Communication includes  the combined effect of many interacting constraints. These are thought processes, perceptual-motor biases, cognition  limitations, and social pragmatic factors. The impacts of these are manifested in the context of social interaction in an  organization. For example, the rate of information exchange is constrained by  some of these factors, and impact the  effectiveness of the communication in an organization.     To improve the communication effectiveness, the constituents in an organization seek temporal solution. An  example can be extensive communication. In the context of this paper, extensive communication emerges in two ways;  1) establishing communication link besides the required nodes in the organizational structure, 2) increasing the amount  of information that is distributed in the organization.   An organizational structure characterizes  the communication  links between the constituents of an  organization. As a result, communication maintains a distribution of knowledge, situation awareness, and information  with respect t o requirements. These parameters are cognitive enabler s for the information flow.  Excessive ",odu.edu,Old Dominion University,United States,36.8862699,-76.30972478839735
17,MERGING SYSTEM ARCHITECTURE AND SOCIAL NETWORKANALYSIS TO BETTER UNDERSTAND EMERGENT NETWORKS OFSYSTEMS,@gmail.com,,"This paper proposes a research path to adapt social network analysis tools and systems architecture to understand  complex, emergent networks of systems,  implications for system design, and impact on family and system of  systems.  The Department of Defense (DoD) creates terabytes of data during the Joint Capability Integration and  Development System (JCIDS) process for individual systems; however, by devel oping and analyzing individual  systems in isolation, analysts can potentially miss valuable insights on synergies, redundancies, or dependencies  these systems have on the overall architecture.  Traditionally, a system-of-systems perspective provided these  insights for well -defined groupings of like systems within the DoD or systems that the department developed as  family-of-systems.  However, with increasing complexity, this analysis becomes difficult as nearly all DoD systems  are connected at some level.  Additionally, systems may be connected in a variety of ways: by Joint Capability Area,  system-to-system dependencies, activities, or mission areas.  As the network of systems becomes more complex, the  second and third order effects of changes to the archit ecture may not be readily apparent.  This paper proposes  applying social network analysis techniques to better understand and measure this complex architecture of  interdependencies.  Through these techniques, the DoD can better understand the architecture and impacts that new  systems or resourcing decisions have on the entire warfighting capability enterprise.     Key Words  Joint Capability Integration and Development System, Network Analysis, System Architecture     Introduction  Over time, systems have evolved t o the point where their internal complexity and the reliance on external systems  for operations have become difficult to understand and model with traditional systems engineering tools.  Systems  architecture addresses the internal complexity and includes tools and methods that have adapted to model modern  systems.  Additionally, systems engineers have recognized the need to understand external influences and have  developed methods to better understand systems of systems and family of systems.  At the enterprise level,  architecting the enterprise to deliver value has progressed to a point that the methods are readily accepted.   However, these tools and methods are not well suited for emergent networks of systems that may be developed over  time, by separate organizations, and without regard to the overall value proposition of the network.  These networks  of systems emerge similar to social networks.   This paper presents a review of the literature for systems engineering, system architecture, and enterprise  architecture to identify potential gaps in the literature and opportunities for  future research in this area.  It examines  both system of systems and family of systems to identify opportunities for applying these methods to a larger  network of systems.  It als o summarizes how the Department of Def ense (DoD) manages current capabilities and  develops future warfighting capabilities.  In the methodology section, the paper presets the foundational basis of the  emergent network of systems approach and the potential use of social network analysis methods.   The structure of the paper first presents opportunities within both the DoD and System Engineering realm  for understandin g emergent networks of systems.  The literature review focuses on systems engineering, systems   architecture, and the Joint Capability Integration Development System.  The next section identifies several potential  methodologies for managing and understanding networks of systems to include enterprise architecture, network  analysis, and social network  analyses.  Finally, it proposes a research path forward to identify social network  analysis methods that are applicable to networks of systems as a method to better understand key systems in the  network and essential links between these systems.   ",gmail.com,,,46.3144754,11.0480288
18,THEORETICAL RELATIONSHIP BETWEEN CHALEFF’S FOLLOWERBEHAVIORS AND BLAKE AND MOUTON’S MANAGERIAL GRID: ADISCUSSION,@ecu.edu,"Leader, Follower, Communication, Managerial Grid ","One of the most common problems in industry today is that, quite often, the lack of communication between leaders  and followers can result in a disorganized and inefficient hierarchy. An inability to effectively convey ideas can lead  to missed opportunities and possibly even endanger public safety. This is an issue of particular importance in the  field of engineering because of the role engineers play in leading the way for human innovation while keeping  public safety a priority. Since every engineer is a follower at some point in their career, it is important that a  follower be able to speak openly with their leader in order to provide different v iewpoints, and perhaps even uncover  design flaws overlooked by management. Interactions between leaders and followers can, however, be diverse  depending on the type of leader. There are several models that identify different types of leaders, as well as th ose  illustrating the characteristics of followers. Two of these models include the managerial grid by Robert Blake and  Jane Mouton, and follower behaviors by Ira Chaleff. This analysis will examine any theoretical relationship between  Blake and Mouton’s managerial grid and Chaleff’s follower behaviors.    Keywords  Leader, Follower, Communication, Managerial Grid    Introduction  Leadership in the workplace is something that has been studied and researched for decades. In order for a business  to be successful, it is imperative that workers be fully utilized . It is up to leaders to help guide workers in the right  direction.  Chaleff (2009), Dixon (2003)  and Kelley (1992) identify workers who follow leaders as the followership  component of the leadership triad.  One of the largest obstacles that leadership has to overcome, however, is the kind  of leader to which followers  positively respond. Dixon, Mercado and Knowles (20 13) allude to the importance of  this for younger employees entering a workforce dominated by experienced managers and peers.  Robert Blake and  Jane Mouton addressed this very question in their book The Managerial Grid (1964). This book introduces a style  leadership model that originally classified leaders into five different styles. The model has since expanded to include  two new leadership styles, as well as a new element.  While effective leadership is necessary, it is also important to note how exactly followers fit.  Chaleff has  proffered the importance of follower role s and how  followers will and must influence  leaders. Chaleff theorizes  critical follower behaviors and how nurture them in the work force as a means of developing more effective leaders.  The dimensions o f Chaleff’s courageous followership include the courage to assume responsibility, to serve, to  challenge, to participate in transformation, to take moral action, to speak to the hierarchy, and to liste n to followers  (Chaleff, 2009).  So how do the  followership behaviors and leadership styles influence th e hierarchy of a company? This  discussion compares and contrast s theoretical relationship between Chaleff’s follower behaviors and Blake and  Mouton’s managerial grid in an attempt to describe an environment where followers are able to more effectively  voice any questions or concerns regarding the  safety or efficacy of a workplace.  Some comparisons will highlight  ways in which leaders and followers are behaviorally similar, whereas some disparities will reveal reasons for the  current disconnect between workers and management.   ",ecu.edu,East Carolina University,United States,35.63285115,-77.48526724763182
19,LAYOUT IMPROVEMENT AT A MEDICAL DEVICE REFURBISHMENTBUSINESS,@stcloudstate.edu,"Facilities planning, layout design, space optimization, regulatory requirements. ","This project was conducted at a business involved in the refurbishment of second hand medical equipment for the  purpose of resale.  The existing shop floor was restricted  with machines and equipment and was hindering the  smooth flow of man and material. The scope of the project included: a) improving shop floor layout for optimum  utilization of s pace and reduction of congestion ; b) enhancing shop floor space to accomm odate additional  workstations; c) improving layout to rearrange work desks and d) ensuring all recommendations were in compliance  with the safety regulations. Additional goals of the project included rearranging the eyewash station and meeting the  safety standards. The project was limited to the shop floor only, and excluded the rest of the facility from its scope.  The project methodology involved reviewing the shop floor layout, analyzing the business requirements and  specifications pertaining to the equipment’ s, conducting a workload analysis and reviewing the OSHA & ANSI  regulations in order to recommend improvements to the existing layout. The recommendations  resulted in a five  percent saving of s pace on the shop floor; created  space for work stations a nd desks; optimally utilized  overhead  space for storage purposes and reduced travel time by almost 40 percent.     Keywords  Facilities planning, layout design, space optimization, regulatory requirements.    Introduction  This project was conducted at a business invo lved in the refurbishment of second hand medical equipment for the  purpose of resale.  The company catered to “ made-to-order” as well as generic products and included  assembly,  installation, testing and after-sales-services. As new machines replaced old ones and more equipment was added, the  shop floor became restrictive. The company required space to accommodate additional workstations and desks while  keeping the costs low and ensuring daily production activities  were not hampered . The paper describes the  methodology used by the project team and the recommendations made to improve the plant layout for optimum  utilization of space.    Problem Statement  The company was in the business of refurbishing medical equipment for re -sale. The existing shop floor was  restrictive with machines and equipment s. This was hindering the smooth flow of man and material and had an  adverse effect on productivity.    Nature and Significance of the Problem  On an average, plant s undergo major relayouts every 18 months, due to changes i n product design, materials and  processes (Meyers &  Stephens, 2013). Improper layout can result in non-value added work and reduced efficiency   (Ong, 1997). Thus, the smooth flow of man and material helps to not only increase productivity and minimize waste   but also utilize time more efficiently. This project showed how  efficiency improvements could be acheived  through  a modified shop floor layout.  ",stcloudstate.edu,Saint Cloud State University,United States,45.55139,-94.14833
20,IDENTIFYING THE FACTORS THAT INFLUENCE THE DESIGN OFPERFORMANCE MEASUREMENT SYSTEMS IN NOT-FOR-PROFITORGANIZATIONS,@utfpr.edu.br,"Not-for-profit organizations, performance measurement systems, design, conceptual framework, systematic literature ","Not-for-profit organizations have complex characteristics related to their social goals. Legitimacy, accountability, as  well as efficient and effective use of resources are examples of performance requirements from com munity,  government and regulatory bodies. Their particularities in terms of social demand make performance measurement a  difficult task. In this context, the purpose of this paper is to identify and to classify the factors that influence the  design of perf ormance measurement system in not -for-profit organizations.  The paper describes the results of a  systematic literature review used to synthesize a conceptual framework for studying the factors that influence the  design of performance measurement systems in not-for-profit organizations. The systematic literature review results  show that performance measurement systems in for -profit organizations are incomplete for supporting not -for-profit  organizations because characteristics such as accountability and intangible results are usually not properly  considered. It is noteworthy that in some cases in the literature, performance measurement systems were adaptations  derived from for-profit models, but some authors indicate that this type of adaptation is not recomm ended for other  not-for-profit organizations. The conceptual model presented in this paper can assist practitioners in developing  design processes, observing the role that the factors play and their influence in the design of not -for-profit  organizations’ performance measurement systems.    Keywords  Not-for-profit organizations, performance measurement systems, design, conceptual framework, systematic literature  review.    Introduction  Not-for-profit organizations (NFP) are organizations that meet the collectiv e needs of specific groups and depend on  funding and donations to run their  services. Usually, a NFP  has a financial restriction , that is,  its profit cannot be  distributed, so the focus is in its social mission and social value (Valentinov, 2011).   NFP include organizations like municipal, state and federal governments, university, char ities, museums,  foundations, religious institutions, hospitals, trade unions and civil right groups (Moxham, 2009; Valentinov, 2011) . ",utfpr.edu.br,Universidade Tecnológica Federal do Paraná,Brazil,-23.30729075,-51.11425781269135
21,M,Missing,,,Missing,,,46.3144754,11.0480288
22,SENSEMAKING IN A VALUE-BASED CONTEXT DUE TOREQUIREMENTS CREEP,@iastate.edu,"Value-Driven Design, Scope creep, Cynefin Framework, Large-Scale Complex Engineered system ","The design and the development of Large -Scale Complex Engineered Systems (LSCES) requires the involvement of  large numbers of people. Traditionally these LSCES are designed using requirements -driven systems engineering  approaches, where the preferences of the stakeholders are communicated using requirements. Usually, multiple  organizational levels and interaction between the different teams are required to elicit the requirements at different  levels. Most large -scale proj ects are subjected to scope creep. The scope creep can occur at any level of the  organization and cycle back to the highest level, thereby increasing the cost and time associated with the  development of LSCES. In this paper, the authors analyze the scope creep of requirements that may occur at various  levels of the organization to determine the value gap associated with this creep. The Cynefin framework, a sense- making framework, will be used to determine the state of the system and to provide guidance in decision -making to  minimize the value gap resulting from the requirements creep . Value-Driven Design (VDD) is used to capture the  value of the system and also the Value -gap associated with scope creep. This is calculated by the time and the cost  involved in communicating the requirements from one level to another. A sample organizational structure is used to  illustrate the effects  of requirements creep on V alue-gap. Two types of system, a  simple system and a complex  system are used to demonstrate the state of the system in the Cynefin Framework and understand the effects of the  requirement creep.    Keywords  Value-Driven Design, Scope creep, Cynefin Framework, Large-Scale Complex Engineered system    Introduction:  A Large-Scale Complex Engineered System (LSCES) is enormous in size and has a large number of entities or   sub-systems, thereby increasing complexity . The complexity within the system leads to various forms of risks,  uncertainties, and ambiguity involved in various stages of the design and development of a LSCES . With increase in  complexity and size, the c osts and time taken to develop LSCES is relatively huge (C. L. Bloebaum & McGow an,  2012; P. Collopy, Bloebaum, & Mesmer, 2012). The design and development of LSCES requires the involvement of  multiple stakeholders and organizational levels.   Organizations which develop the LSCES provide facilities for the design and development. These  organizations are made of different levels and are set up i n specific way depending on the nature of the company to  accomplish different goals,  such as the interactions between different departments for a particular product, cost  reduction and innovation. T he structure of an organization may differ based on the re gion, function and product   (Harris & Raviv, 2002) . The communication between the organizations  can be direct or indirect. D irect  communication refers to the communication between the two consecutive levels of the organization and indirect  communication refers to the communication between different levels ( Kwasa, Bloebaum, Mesmer, Kannan, &  Tibor, 2015). In a LSCES, the requirements of the stakeholders usually follow a top -down path, i.e. the requirements  are made at the higher level of the organization to lower levels ( Mantel, Meredith, & Shafer, 2010 ). The elicitation  of requirements is necessary to capture the preferences of the stakeholders to design and develop the LSCES. When  there is a change in a requirement in any level of the organization, or when new requirements are added on to the  LSCES, the requirement creep or the scope creep sets in (Sun, 2004).     ",iastate.edu,Iowa State University,United States,42.0279608,-93.64473746093857
23,CAPTURING ORGANIZATIONAL UNCERTAINTY IN A VALUE-BASEDSYSTEMS ENGINEERING FRAMEWORK,@iastate.edu,"Systems Engineering, Value -Driven Design, Multidisciplinary Design Optimization, Organization Design, ","Designing Large -Scale Engineered Systems (LSCESs) has evolved into an effort that demands large parent  organizations that are made up of several decision making teams. These organizations are often geographically  dispersed adding to the complexity of the development of these LSCESs.  These organizations have structures that  provide the platform  for the design process. These design processes affect the products on which they are applied.  Previous work on the design of LSCESs has demonstrated the improvements  in engineered systems design  where  Value-Driven Design ( VDD) is adopted by capturing stakeholders’ preferences in value functions when using  Multidisciplinary Design Optimization (MDO)  frameworks to design complex systems.  Along with these two areas,  Organization Design has recently been incorporated in the evaluation of deterministic systems to capture  stakeholders’ value of systems where both the product and organization characteristi cs are used to create the value  functions that are used to enumerate LSCESs’ value. This work explores uncertainty in organization structures as  part of the uncertainty that exists within organizations such as they do on engineered systems and the environm ents  in which they operate and interact. An example system with characteristics present in LSCESs is used to  demonstrate this application  of uncertainty. This paper demonstrates that uncertainty in organization structures do  affect the outcome of systems subjected to them.     Keywords  Systems Engineering, Value -Driven Design, Multidisciplinary Design Optimization, Organization Design,  Uncertainty    Introduction  Increasingly, engineered systems that are developed can be considered as Large- Scale Complex Engineered Systems  (LSCESs). These systems are characterized, in part, by the numbers of parts that make up the systems, the  complexity of the interactions that are present within the systems, the complexity of the interactions that these  engineered system s have with other LSCESs, the large costs associated with their design, development and  retirement as well as the extensive development time necessary to realize these systems (C. L. Bloebaum, Collopy, &  Hazelrigg, 2012) . LSCESs are designed to address the complex problems encountered in society today. This is  accomplished by designing these systems to interact with other systems such as aircraft carriers  needing to interact  with military aircraft which allow for the succes sful execution of objectives  to accomplish specific missions.   LSCESs are not only companions to other systems but also exist as parts of much larger systems. This is  demonstrated by the national power grid which is a LSCES and has other LSCESs as part of its infrastructure.  Engineered systems such as hydroelectric dams, geothermal power plants, nuclear plants and wind energy farms  form the part of the national power grid that is responsible for the generation of electricity . The success of these  LSCESs is d ependent on the conglomerate of hundreds or even thousands of people that form the decision making  units of the organizations as either individuals or teams to achieve a shared goals (Baligh, 2006). LSCESs can have  multiple organizations involved in their  development process es such as when sub- contractors are tasked with  development of certain portions of systems.   Organizations that develop LSCESs are designed to provide infrastructure that facilitates the design and  development of these systems.  Parts of this infrastructure in the organizations include collaborative efforts amongst  teams of decision makers and individual decision makers. The collaborative effort within and between organizations ",iastate.edu,Iowa State University,United States,42.0279608,-93.64473746093857
24,ETHICS AND ROBOTICS,@odu.edu,"Robotics, Machine Intelligence, Ethics ","New advancements in technolo gy offer both improvement in quality of life and unintended change in society.   Autonomous machines have rapidly increased their presence and use in the 21st century. Recently, these devices  have even exhibited the ability for self -improvement in the form of machine learning. Robots have yielded  satisfactory results through applications in information and systems security, environmental engineering, medical  care, and military warfare by performing tasks that surpass the capability of human beings, activitie s that appear to  be dangerous to humans, or simply jobs that are monotonous or time-consuming.    Although the field of robotics offers tremendous efficiency and the promise of quality work across a broad  spectrum of domains, a variety of ethical implications must be considered before wider adoption of the use of robots.  Thus, through machine learning, an embedding of moral values into the technologies that are produced should be  carefully considered.   This paper will describe machine learning algorithms and  performance evaluation measures for machine  learning solutions, the ethical impact of areas in which these solutions are implemented, and the progress of research  into the creation of moral machines.     Keywords  Robotics, Machine Intelligence, Ethics    Introduction  Advances in information technologies have given rise to many technological innovations that have paved the way for  the spread of robots in today's world. The magnitude of this phenomenon is exemplified  by the year 2010, during  which more than 12,000 robotic machines were employed by the US military, and companies such as Google created  computer-driven cars that were already on the road (Guterman, 2012). With this progression, it is only natural that  artificial intelligence will play a more prominent role in civil life, and that the world will witness a rampant growth of  robotics in the near future.  The Robot Institute of America (1979) states that a robot is “a reprogrammable, multifunctional  manipulator designed to move material, parts, tools, or s pecialized devices through various programmed motions for  the performance of a variety of tasks” (as cited in Hemal, 2011, p. 3.). Bekey (2005) gave a more detailed definition:   “a [machine that] must have sensors, processing ability that emulates some asp ects of cognition, and actuators.  Sensors are needed to obtain information from the environment. Reactive behaviors (like the stretch reflex in  humans) do not require any deep cognitive ability, but on -board intelligence is necessary if the robot is to per form  significant tasks autonomously, and actuation is needed to enable the robot to exert forces upon the environment.  Generally, these forces will result in motion of the entire robot or one of its elements (such as an arm, a leg, or a  wheel)” (p. 2).  By these definitions, it should be noted that a robot is not a computer that is equipped with the feature of  automatically ejecting a CD, a toaster, a coffee maker, or any other ordinary device. A robot is an autonomous  machine that senses, thinks, acts, and interacts with the external environment.  The notion of thinking means that the  machine is “able to process information from sensors and other sources, such as an internal set of rules, either  programmed or learned, and to make some decisions autonomously” (Lin et al., 2011, p.18) In addition, autonomy in  robots reflects their “capacity to operate in the real -world environment without any form of external control, once the  machine is activated and at least in some areas of operation, for extended periods of time” (Lin et al., 2011, p. 943).   ",odu.edu,Old Dominion University,United States,36.8862699,-76.30972478839735
25,PERFORMANCE MEASUREMENT SYSTEMS IN NONPROFITORGANIZATION: A BIBLIOMETRIC ANALYSIS,@udesc.br,"Systematic Literature Review, Nonprofit Organizations, Bibliometric Analysis, Performance Measurement. ","The growing number of nonprofit organizations increases the competition for funding. As a result, some nonprofit  organizations are applying entrepreneurial strategies and business models to become more competitive and  more  transparent. Performance Measurement (PM) systems can be a solution not only for the management issues of such  organizations but also for their external control. The evolution of PM systems made available several tools and  instruments that are useful to for -profit companies, but  seem to be limited in their application to nonprofit  organizations. There are some unique features of these organizations that make the adaptation of for-profit PM systems  approaches to nonprofit organizations insufficient and difficult. This paper presen ts the findings from a systematic  literature review on PM systems in nonprofit organizations. Techniques such as bibliometric analysis are applied to  describe current research themes related to these subjects. Hence, the findings of this paper contribute t o a  comprehensive view of the current literature on PM systems and nonprofit organizations.     Keywords  Systematic Literature Review, Nonprofit Organizations, Bibliometric Analysis, Performance Measurement.    Introduction  A performance measurement (PM) syste m could be described as a set of processes that transforms mission, strategy  and organizational goals in key performance indicators and critical success factors to contribut e to organizational  actions (De Waal, 2007, p. 19).  Also, PM systems can be seen as a multi-dimensional set of performance measures   for planning and managing a business (Bourne, Neely, Mills, & Platts, 2003).   The majority of the tools and models for performance management have been developed in for -profit  companies (Ospina, Diaz & O’Sullivan, 2002). However, a PM system may be useful to nonprofit organizations as  well. For Austin (2000), the number of nonprofit organizations is increasing, especially because of the growing number  of complex social problems that needs to be addressed. Con sequently, there is a growing competition for funds. In  this context, notions of performance management and measurement can be a solution not only for the management  issues of such organizations, but also for their external control (Straub, Koopman & Mossel, 2010). Also, political ",udesc.br,Universidade do Estado de Santa Catarina,Brazil,-27.5857278,-48.50298683778315
